UID,Type,Premises,Address,Locality,Address1,Address2,Unnamed: 7,NZDep13d_nbr,NZDep13_CAU,full_address,geo,lat,lng
TOB1317,,Hurstmere Superette,110 Hurstmere Road,Takapuna,110 Hurstmere Road,Takapuna,,5.0,3.0,"Hurstmere Superette, 110 Hurstmere Road, Takapuna, Auckland","[{'address_components': [{'long_name': '106', 'short_name': '106', 'types': ['street_number']}, {'long_name': 'Hurstmere Road', 'short_name': 'Hurstmere Rd', 'types': ['route']}, {'long_name': 'Takapuna', 'short_name': 'Takapuna', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0622', 'short_name': '0622', 'types': ['postal_code']}], 'formatted_address': '106 Hurstmere Road, Takapuna, Auckland 0622, New Zealand', 'geometry': {'location': {'lat': -36.7863659, 'lng': 174.7727946}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7850489197085, 'lng': 174.7742158302915}, 'southwest': {'lat': -36.78774688029149, 'lng': 174.7715178697085}}}, 'partial_match': True, 'place_id': 'ChIJAfDC-tc5DW0R8lCkptgMgl4', 'plus_code': {'compound_code': '6Q7F+F4 Auckland, New Zealand', 'global_code': '4VMP6Q7F+F4'}, 'types': ['establishment', 'point_of_interest', 'shopping_mall']}, {'address_components': [{'long_name': '110', 'short_name': '110', 'types': ['street_number']}, {'long_name': 'Hurstmere Road', 'short_name': 'Hurstmere Rd', 'types': ['route']}, {'long_name': 'Takapuna', 'short_name': 'Takapuna', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0622', 'short_name': '0622', 'types': ['postal_code']}], 'formatted_address': '110 Hurstmere Road, Takapuna, Auckland 0622, New Zealand', 'geometry': {'location': {'lat': -36.7863228, 'lng': 174.7728643}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7849802197085, 'lng': 174.7742606302915}, 'southwest': {'lat': -36.7876781802915, 'lng': 174.7715626697085}}}, 'partial_match': True, 'place_id': 'ChIJb0oz-tc5DW0R-uMTe5cnQZs', 'plus_code': {'compound_code': '6Q7F+F4 Auckland, New Zealand', 'global_code': '4VMP6Q7F+F4'}, 'types': ['street_address']}]",-36.7863659,174.7727946
TOB1318,,Mobil Station - Takapuna,114-116 Anzac Road,Takapuna,114-116 Anzac Road,Takapuna,,4.0,5.0,"Mobil Station - Takapuna, 114-116 Anzac Road, Takapuna, Auckland","[{'address_components': [{'long_name': '114', 'short_name': '114', 'types': ['street_number']}, {'long_name': 'Anzac Street', 'short_name': 'Anzac St', 'types': ['route']}, {'long_name': 'Takapuna', 'short_name': 'Takapuna', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0622', 'short_name': '0622', 'types': ['postal_code']}], 'formatted_address': '114 Anzac Street, Takapuna, Auckland 0622, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.7901119, 'lng': 174.764774}, 'southwest': {'lat': -36.7903266, 'lng': 174.7643379}}, 'location': {'lat': -36.7902276, 'lng': 174.7646285}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7887986697085, 'lng': 174.7659049302915}, 'southwest': {'lat': -36.7914966302915, 'lng': 174.7632069697085}}}, 'partial_match': True, 'place_id': 'ChIJsZJ6jtE5DW0R-FnHcTUGxjc', 'types': ['premise']}]",-36.7902276,174.7646285
TOB1319,,Crown Hill Superette Dairy,135 East Coast Road,Takapuna,135 East Coast Road,Takapuna,,5.0,2.0,"Crown Hill Superette Dairy, 135 East Coast Road, Takapuna, Auckland","[{'address_components': [{'long_name': '135', 'short_name': '135', 'types': ['street_number']}, {'long_name': 'East Coast Road', 'short_name': 'E Coast Rd', 'types': ['route']}, {'long_name': 'Castor Bay', 'short_name': 'Castor Bay', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0620', 'short_name': '0620', 'types': ['postal_code']}], 'formatted_address': '135 East Coast Road, Castor Bay, Auckland 0620, New Zealand', 'geometry': {'location': {'lat': -36.7642301, 'lng': 174.7562654}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7628680197085, 'lng': 174.7575172802915}, 'southwest': {'lat': -36.7655659802915, 'lng': 174.7548193197085}}}, 'partial_match': True, 'place_id': 'ChIJhxFlje05DW0Rg6q6ZaY__zA', 'plus_code': {'compound_code': '6QP4+8G Auckland, New Zealand', 'global_code': '4VMP6QP4+8G'}, 'types': ['street_address']}, {'address_components': [{'long_name': '133', 'short_name': '133', 'types': ['street_number']}, {'long_name': 'East Coast Road', 'short_name': 'E Coast Rd', 'types': ['route']}, {'long_name': 'Milford', 'short_name': 'Milford', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0620', 'short_name': '0620', 'types': ['postal_code']}], 'formatted_address': '133 East Coast Road, Milford, Auckland 0620, New Zealand', 'geometry': {'location': {'lat': -36.7642314, 'lng': 174.7562687}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7628569197085, 'lng': 174.7575235802915}, 'southwest': {'lat': -36.7655548802915, 'lng': 174.7548256197085}}}, 'partial_match': True, 'place_id': 'ChIJIw2eku05DW0REmgQUCLZLAQ', 'plus_code': {'compound_code': '6QP4+8G Auckland, New Zealand', 'global_code': '4VMP6QP4+8G'}, 'types': ['establishment', 'food', 'point_of_interest', 'restaurant']}, {'address_components': [{'long_name': '281', 'short_name': '281', 'types': ['street_number']}, {'long_name': 'Queen Street', 'short_name': 'Queen St', 'types': ['route']}, {'long_name': 'Pukekohe', 'short_name': 'Pukekohe', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '2120', 'short_name': '2120', 'types': ['postal_code']}], 'formatted_address': '281 Queen Street, Pukekohe 2120, New Zealand', 'geometry': {'location': {'lat': -37.2169386, 'lng': 174.8995051}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -37.2155983197085, 'lng': 174.9009051802915}, 'southwest': {'lat': -37.2182962802915, 'lng': 174.8982072197085}}}, 'partial_match': True, 'place_id': 'ChIJXX6PNPaqEm0RyJmWdnp_uIw', 'plus_code': {'compound_code': 'QVMX+6R Pukekohe, New Zealand', 'global_code': '4VJPQVMX+6R'}, 'types': ['establishment', 'food', 'grocery_or_supermarket', 'point_of_interest', 'store']}]",-36.7642301,174.7562654
TOB1320,,Cloud 9 Convenience Store,1-7 The Strand,Takapuna,1-7 The Strand,Takapuna,,3.0,3.0,"Cloud 9 Convenience Store, 1-7 The Strand, Takapuna, Auckland","[{'address_components': [{'long_name': '466', 'short_name': '466', 'types': ['street_number']}, {'long_name': 'Lake Road', 'short_name': 'Lake Rd', 'types': ['route']}, {'long_name': 'Takapuna', 'short_name': 'Takapuna', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0622', 'short_name': '0622', 'types': ['postal_code']}], 'formatted_address': '466 Lake Road, Takapuna, Auckland 0622, New Zealand', 'geometry': {'location': {'lat': -36.7894243, 'lng': 174.7727407}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7881654697085, 'lng': 174.7740227802915}, 'southwest': {'lat': -36.7908634302915, 'lng': 174.7713248197085}}}, 'partial_match': True, 'place_id': 'ChIJR65aO9Y5DW0RWiLefPYsSTc', 'plus_code': {'compound_code': '6Q6F+63 Auckland, New Zealand', 'global_code': '4VMP6Q6F+63'}, 'types': ['convenience_store', 'establishment', 'food', 'point_of_interest', 'store']}, {'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['subpremise']}, {'long_name': '7', 'short_name': '7', 'types': ['street_number']}, {'long_name': 'The Strand', 'short_name': 'The Strand', 'types': ['route']}, {'long_name': 'Takapuna', 'short_name': 'Takapuna', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0622', 'short_name': '0622', 'types': ['postal_code']}], 'formatted_address': '1/7 The Strand, Takapuna, Auckland 0622, New Zealand', 'geometry': {'location': {'lat': -36.7892886, 'lng': 174.7737807}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7877086197085, 'lng': 174.7749684302915}, 'southwest': {'lat': -36.7904065802915, 'lng': 174.7722704697085}}}, 'partial_match': True, 'place_id': 'ChIJbSgQj303DW0R6rpgJLTjZFg', 'types': ['subpremise']}]",-36.7894243,174.7727407
TOB1321,,BP Station - Clifton,297 Lake Road,Takapuna,297 Lake Road,Takapuna,,4.0,2.0,"BP Station - Clifton, 297 Lake Road, Takapuna, Auckland","[{'address_components': [{'long_name': '297', 'short_name': '297', 'types': ['street_number']}, {'long_name': 'Lake Road', 'short_name': 'Lake Rd', 'types': ['route']}, {'long_name': 'Hauraki', 'short_name': 'Hauraki', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0622', 'short_name': '0622', 'types': ['postal_code']}], 'formatted_address': '297 Lake Road, Hauraki, Auckland 0622, New Zealand', 'geometry': {'location': {'lat': -36.7981413, 'lng': 174.7834574}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7966900697085, 'lng': 174.7848219302915}, 'southwest': {'lat': -36.7993880302915, 'lng': 174.7821239697085}}}, 'partial_match': True, 'place_id': 'ChIJWdl1toI3DW0ReC19pV4vKJ4', 'plus_code': {'compound_code': '6Q2M+P9 Auckland, New Zealand', 'global_code': '4VMP6Q2M+P9'}, 'types': ['street_address']}]",-36.7981413,174.7834574
TOB1322,,Sunnynook Dairy,"318 East Coast Road, Forest Hill",Takapuna,318 East Coast Road,Takapuna,,3.0,4.0,"Sunnynook Dairy, 318 East Coast Road, Forest Hill, Takapuna, Auckland","[{'address_components': [{'long_name': '318', 'short_name': '318', 'types': ['street_number']}, {'long_name': 'East Coast Road', 'short_name': 'E Coast Rd', 'types': ['route']}, {'long_name': 'Sunnynook', 'short_name': 'Sunnynook', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0632', 'short_name': '0632', 'types': ['postal_code']}], 'formatted_address': '318 East Coast Road, Sunnynook, Auckland 0632, New Zealand', 'geometry': {'location': {'lat': -36.7510878, 'lng': 174.7468902}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.74967461970851, 'lng': 174.7484161302915}, 'southwest': {'lat': -36.7523725802915, 'lng': 174.7457181697085}}}, 'partial_match': True, 'place_id': 'ChIJp3TKvv47DW0RAmLVR7EoSgQ', 'plus_code': {'compound_code': '6PXW+HQ Auckland, New Zealand', 'global_code': '4VMP6PXW+HQ'}, 'types': ['convenience_store', 'establishment', 'food', 'point_of_interest', 'store']}]",-36.7510878,174.7468902
TOB1323,,Caltex - Lakeside,35 Taharoto Road,Takapuna,35 Taharoto Road,Takapuna,,3.0,5.0,"Caltex - Lakeside, 35 Taharoto Road, Takapuna, Auckland","[{'address_components': [{'long_name': '35', 'short_name': '35', 'types': ['street_number']}, {'long_name': 'Taharoto Road', 'short_name': 'Taharoto Rd', 'types': ['route']}, {'long_name': 'Takapuna', 'short_name': 'Takapuna', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0622', 'short_name': '0622', 'types': ['postal_code']}], 'formatted_address': '35 Taharoto Road, Takapuna, Auckland 0622, New Zealand', 'geometry': {'location': {'lat': -36.7855961, 'lng': 174.7565586}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': -36.7842471197085, 'lng': 174.7579075802915}, 'southwest': {'lat': -36.7869450802915, 'lng': 174.7552096197085}}}, 'partial_match': True, 'place_id': 'EjYzNSBUYWhhcm90byBSb2FkLCBUYWthcHVuYSwgQXVja2xhbmQgMDYyMiwgTmV3IFplYWxhbmQiMBIuChQKEgl3A_-iyDkNbRFNAvI66w_NLRAjKhQKEgnJhnm1yDkNbRHZHbEcdmzDAA', 'types': ['street_address']}]",-36.7855961,174.7565586
TOB1324,,Valentine Stationers,359a Lake Road,Takapuna,359a Lake Road,Takapuna,,5.0,3.0,"Valentine Stationers, 359a Lake Road, Takapuna, Auckland","[{'address_components': [{'long_name': '359', 'short_name': '359', 'types': ['street_number']}, {'long_name': 'Lake Road', 'short_name': 'Lake Rd', 'types': ['route']}, {'long_name': 'Hauraki', 'short_name': 'Hauraki', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0622', 'short_name': '0622', 'types': ['postal_code']}], 'formatted_address': '359 Lake Road, Hauraki, Auckland 0622, New Zealand', 'geometry': {'location': {'lat': -36.7968824, 'lng': 174.778344}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7956357197085, 'lng': 174.7794808802915}, 'southwest': {'lat': -36.7983336802915, 'lng': 174.7767829197085}}}, 'partial_match': True, 'place_id': 'ChIJtdPZ_YE3DW0RyWh7dRehVLk', 'plus_code': {'compound_code': '6Q3H+68 Auckland, New Zealand', 'global_code': '4VMP6Q3H+68'}, 'types': ['establishment', 'finance', 'point_of_interest', 'post_office']}]",-36.7968824,174.778344
TOB1325,,New World Supermarket - Takapuna,371 Lake Road,Takapuna,371 Lake Road,Takapuna,,4.0,3.0,"New World Supermarket - Takapuna, 371 Lake Road, Takapuna, Auckland","[{'address_components': [{'long_name': '371', 'short_name': '371', 'types': ['street_number']}, {'long_name': 'Lake Road', 'short_name': 'Lake Rd', 'types': ['route']}, {'long_name': 'Takapuna', 'short_name': 'Takapuna', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0622', 'short_name': '0622', 'types': ['postal_code']}], 'formatted_address': '371 Lake Road, Takapuna, Auckland 0622, New Zealand', 'geometry': {'location': {'lat': -36.79663499999999, 'lng': 174.7780078}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7952214697085, 'lng': 174.7793160302915}, 'southwest': {'lat': -36.79791943029149, 'lng': 174.7766180697085}}}, 'partial_match': True, 'place_id': 'ChIJR7_8V383DW0RNm9NmdgtUGM', 'plus_code': {'compound_code': '6Q3H+86 Auckland, New Zealand', 'global_code': '4VMP6Q3H+86'}, 'types': ['establishment', 'food', 'grocery_or_supermarket', 'point_of_interest', 'store', 'supermarket']}]",-36.79663499999999,174.7780078
TOB1326,,Rangitoto Superette,392-394 Lake Road,Takapuna,392-394 Lake Road,Takapuna,,4.0,3.0,"Rangitoto Superette, 392-394 Lake Road, Takapuna, Auckland","[{'address_components': [{'long_name': '392', 'short_name': '392', 'types': ['street_number']}, {'long_name': 'Lake Road', 'short_name': 'Lake Rd', 'types': ['route']}, {'long_name': 'Takapuna', 'short_name': 'Takapuna', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0622', 'short_name': '0622', 'types': ['postal_code']}], 'formatted_address': '392 Lake Road, Takapuna, Auckland 0622, New Zealand', 'geometry': {'location': {'lat': -36.7924091, 'lng': 174.7750056}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7910653197085, 'lng': 174.7762961302915}, 'southwest': {'lat': -36.7937632802915, 'lng': 174.7735981697085}}}, 'partial_match': True, 'place_id': 'ChIJ_Xi7aX43DW0Rd1yTiyGuSgA', 'plus_code': {'compound_code': '6Q5G+22 Auckland, New Zealand', 'global_code': '4VMP6Q5G+22'}, 'types': ['establishment', 'food', 'grocery_or_supermarket', 'point_of_interest', 'store', 'supermarket']}]",-36.7924091,174.7750056
TOB1327,,Takapuna Dairy,4 Huron Street,Takapuna,4 Huron Street,Takapuna,,4.0,3.0,"Takapuna Dairy, 4 Huron Street, Takapuna, Auckland","[{'address_components': [{'long_name': '4', 'short_name': '4', 'types': ['street_number']}, {'long_name': 'Huron Street', 'short_name': 'Huron St', 'types': ['route']}, {'long_name': 'Takapuna', 'short_name': 'Takapuna', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Beach', 'short_name': 'Beach', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0622', 'short_name': '0622', 'types': ['postal_code']}], 'formatted_address': '4 Huron Street, Takapuna, Beach 0622, New Zealand', 'geometry': {'location': {'lat': -36.7888649, 'lng': 174.7714439}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7874656197085, 'lng': 174.7727517802915}, 'southwest': {'lat': -36.7901635802915, 'lng': 174.7700538197085}}}, 'partial_match': True, 'place_id': 'ChIJ487NT9Y5DW0RgC24_ftpxfg', 'plus_code': {'compound_code': '6Q6C+FH Takapuna, Auckland, New Zealand', 'global_code': '4VMP6Q6C+FH'}, 'types': ['convenience_store', 'establishment', 'food', 'point_of_interest', 'store']}]",-36.7888649,174.7714439
TOB1328,,The Hamper Deli & Convenience Store,Smales Farm Business Centre 4/74 Taharoto Rd,Takapuna,4/74 Taharoto Rd,Takapuna,,4.0,5.0,"The Hamper Deli & Convenience Store, Smales Farm Business Centre 4/74 Taharoto Rd, Takapuna, Auckland","[{'address_components': [{'long_name': '74', 'short_name': '74', 'types': ['street_number']}, {'long_name': 'Taharoto Road', 'short_name': 'Taharoto Rd', 'types': ['route']}, {'long_name': 'Takapuna', 'short_name': 'Takapuna', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0622', 'short_name': '0622', 'types': ['postal_code']}], 'formatted_address': '74 Taharoto Road, Takapuna, Auckland 0622, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.7851129, 'lng': 174.7528393}, 'southwest': {'lat': -36.7852787, 'lng': 174.752672}}, 'location': {'lat': -36.7851956, 'lng': 174.7527412}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7838594697085, 'lng': 174.7541619802915}, 'southwest': {'lat': -36.7865574302915, 'lng': 174.7514640197085}}}, 'partial_match': True, 'place_id': 'ChIJEaJTAcg5DW0RTbc6dkBTKKo', 'types': ['premise']}, {'address_components': [{'long_name': 'Takapuna', 'short_name': 'Takapuna', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0622', 'short_name': '0622', 'types': ['postal_code']}], 'formatted_address': 'Takapuna, Auckland 0622, New Zealand', 'geometry': {'location': {'lat': -36.7843165, 'lng': 174.7538561}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -36.7830181197085, 'lng': 174.7552656302915}, 'southwest': {'lat': -36.78571608029149, 'lng': 174.7525676697085}}}, 'partial_match': True, 'place_id': 'ChIJwy_w6zg5DW0RfqNbNM3_qyQ', 'plus_code': {'compound_code': '6Q83+7G Auckland, New Zealand', 'global_code': '4VMP6Q83+7G'}, 'types': ['convenience_store', 'establishment', 'food', 'point_of_interest', 'store']}]",-36.7851956,174.7527412
TOB1329,,Lake Road Dairy,404-408 Lake Road,Takapuna,404-408 Lake Road,Takapuna,,5.0,3.0,"Lake Road Dairy, 404-408 Lake Road, Takapuna, Auckland","[{'address_components': [{'long_name': '404-408', 'short_name': '404-408', 'types': ['street_number']}, {'long_name': 'Lake Road', 'short_name': 'Lake Rd', 'types': ['route']}, {'long_name': 'Takapuna', 'short_name': 'Takapuna', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0622', 'short_name': '0622', 'types': ['postal_code']}], 'formatted_address': '404-408 Lake Road, Takapuna, Auckland 0622, New Zealand', 'geometry': {'location': {'lat': -36.7916428, 'lng': 174.7744559}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.79033321970849, 'lng': 174.7757311802915}, 'southwest': {'lat': -36.79303118029149, 'lng': 174.7730332197085}}}, 'partial_match': True, 'place_id': 'ChIJ5e6EDH43DW0RM4gkuqxD3Nk', 'plus_code': {'compound_code': '6Q5F+8Q Auckland, New Zealand', 'global_code': '4VMP6Q5F+8Q'}, 'types': ['street_address']}]",-36.7916428,174.7744559
TOB1330,,Blue Ocean and Convenience,438 Lake Road,Takapuna,438 Lake Road,Takapuna,,4.0,3.0,"Blue Ocean and Convenience, 438 Lake Road, Takapuna, Auckland","[{'address_components': [{'long_name': '438', 'short_name': '438', 'types': ['street_number']}, {'long_name': 'Lake Road', 'short_name': 'Lake Rd', 'types': ['route']}, {'long_name': 'Takapuna', 'short_name': 'Takapuna', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0622', 'short_name': '0622', 'types': ['postal_code']}], 'formatted_address': '438 Lake Road, Takapuna, Auckland 0622, New Zealand', 'geometry': {'location': {'lat': -36.7899818, 'lng': 174.7731287}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7886735697085, 'lng': 174.7743999802915}, 'southwest': {'lat': -36.7913715302915, 'lng': 174.7717020197085}}}, 'partial_match': True, 'place_id': 'ChIJmTH9HtY5DW0RT6r6Q_4cCw4', 'plus_code': {'compound_code': '6Q6F+27 Auckland, New Zealand', 'global_code': '4VMP6Q6F+27'}, 'types': ['street_address']}]",-36.7899818,174.7731287
